id,name,ml_target,bio
9064,cristophersfr,1,Software Engineer | Machine Learning
9065,Juanlu001,0,Bio not available
9066,gianlucatruda,1,Bio not available
9067,cjp2600,0,"Senior Software Engineer, Technical Consultant, Team Leader, Go developer"
9068,donizyo,1,Bio not available
9069,paroblow,0,Bio not available
9070,lybroman,0,"Be here or be there
https://lybroman.github.io"
9071,mnorrish,0,JavaScript enthusiast
9072,AJRdev,0,"Software Engineer - Paris
"
9073,Rexhaif,0,Computational Linguistics
9074,ArnabBir,1,"Bachelors & Masters | Mathematics and Computing, IIT Kharagpur"
9075,rememberlenny,0,"I am large, I contain multitudes."
9076,Travis-S,1,"Quantum Applications Architect, IBM Quantum & Board of Directors, Unitary Fund. Professional account: @Travis-S-IBM"
9077,keetsky,1,"Machine Learning, Computer Vision, Deep Learning"
9078,PerpetualWar,0,JavaScript enthusiast and full stack developer with focus in front end development with React and Vue.
9079,benarent,0,Here to make trouble with ones and zeros.
9080,FredericHeem,0,"Creator of GruCloud, an alternative to Terraform/CDK/Pulumi. "
9081,ntienvu,1,Machine Learning Researcher
9082,sjooyoo,1,"I go to med school now :)
\

Previously: PhD candidate @ CMU Robotics Institute

"
9083,ssokhey,1,Tech Enthusiast.
9084,guzhongren,0,🌐 🌏 🌟 🗺️  📚
9085,Zhiming-Huang,1,"Interested in multi-armed bandits
"
9086,Terence95,0,"Weibo：特仑苏______
"
9087,pearl2201,1,"Unity, Python, Elixir, ReactJs.

Love to make pet projects."
9088,regonn,1,https://debank.com/profile/0xad3ab30bf7e7423fa8266c7300f2dcd07377dc7e
9089,abhuzz,1,"iOS Developer .
Computer Engineer, Open-Source.
Seeking remote contract work."
9090,BugRoger,0,"Builds clouds for @sapcc, loves @kubernetes, enjoys @golang"
9091,snehankekre,1,PM @streamlit + @snowflakedb. Formerly @coursera
9092,liyaodong,0,Maximum call stack size exceeded
9093,holtgrewe,1,Data + Transistors => biomedical insight (and everything in between) @bihealth
9094,gutenye,0,TypeScript + Rust = ∞
9095,prateekralhan,1,"Tech Aficionado | NLP @ SwissRe | Automating text mining @ enterprise scale
"
9096,ashupednekar,0,"Seasoned software architect with a strong background in cloud-native solutions, Kubernetes, and system design/architecture.

I've led the design and developme"
9097,gurrrung,0,Bio not available
9098,fengnanyue,0,Software Engineer at Facebook
9099,delino12,0,"A Software Engineer with advanced React, ReactJs, NodeJs, Laravel, Sequelize, Postgres, MySQL, MSSQL, Python, Flutter, MongoDB"
9100,brianabrams,1,Overly focused on inventing the future.
9101,ravi3222,1,Senior Full Stack Developer | ReactJS | NextJS | Node | Express
9102,grikomsn,0,Bio not available
9103,basmoura,0,"
    It's a joke. It's all a joke.
"
9104,oriolmirosa,1,Manager of Data and Analytics at Brooklyn Data Co
9105,FengHaiSheng,0,Bio not available
9106,HeeKyung-Park,1,Statistics / Data Analysis / Machine Learning / Deep Learning /
9107,madeleinehuish,0,Former yoga teacher turned full stack web developer. Currently programming at Starbucks and geeking out building a Magic the Gathering app. :)
9108,sqmk,0,Car and home automation enthusiast
9109,captainwz,0,Ignorance is bliss
9110,keyurparalkar,0,"Front-end Developer. Looking for work
opportunities"
9111,jingshuangliu22,1,Computer Vision; General Object Detection; Deep learning;
9112,Lcch,0,PKU -> UCLA -> Naturali
9113,realdah,0,A Passionate & Easy-Going Family Man.
9114,neamtua,0,"Full stack developer and co-owner of FizteQ, a web development company based in Romania."
9115,demerzel1,1,Machine learning engineer @DiDi.
9116,dfguan,1,"Postdoc at Zoology Institute, China Academy of Sciences.
Interested in algorithmic design and evolutionary genomics. "
9117,PhyloStar,1,Bio not available
9118,hungtruong,0,"iOS Developer at Apple. Formerly Amazon, Lyft, Starbucks, Microsoft, Threadless, Farmlogs, and Teaching Assistant at Codecademy."
9119,fianine,0,Software Engineer
9120,rukmal,0,Co-Founder and CEO at @renxyzinc
9121,HavenShen,0,Programmer with a go out.
9122,jmargeta,0,Founder @kardiome
9123,phuphighter,0,"Software product engineer who loves building products people
want and inspiring others to do the same."
9124,jensens,0,"Plone Core Dev, Python, Web-App, CMS, Kafka, K8s, ...  FOSS & Community. Consulting. Coding since 1983. Board of Directors member Plone Foundation."
9125,Half-Shot,0,"Lead bridges & integrations at @matrix-org / @vector-im.

https://half-shot.uk"
9126,qiushiding,1,Android Developer
9127,max,0,Assistant to the assistant regional branch manager @github.
9128,kiasaki,0,"Pragmatic and minimalist developer. Working with Golang, Rust, JavaScript and Solidity. Building the future by day and studying the past by night."
9129,kevindragon,0,"Agile Developer, CTO of @SciRadar"
9130,mirzap,0,Full Stack Developer @bosnadev
9131,QiujieDong,1,"Ph.D. candidate @  Interdisciplinary Research Center (IRC), Shandong University"
9132,rwwagner90,0,Bio not available
9133,jpovmarques,0,Bio not available
9134,benperove,0,"DevOps, Kubernetes, Linux, Cloud Native, Networking"
9135,luozm,1,"PhD student in Information Science.

Nature Language Processing and its applications in healthcare."
9136,jlaffaye,0,Production Engineer @Shopify
9137,puneetsl,1,"Data extraction, Near Duplicate Identification, Machine Learning"
9138,masimplo,0,Bio not available
9139,JY0284,1,🏃‍🏃‍🏃‍
9140,CelalTEMIZ,1,"Computer Engineer
"
9141,mikecomputerscience,0,QAE at Aamazon
9142,china2015wyp,0,Bio not available
9143,alansouzati,0,I'm not a nerd that likes to code :nerd_face:. I like a good old Brazilian Samba and Forró
9144,statico,0,"🐁➡➡⬇⬇⬇⬆⬅⬇⬇⬇
➡➡⬇➡⬅➡⬇⬅⬆⬆⬇
⬇⬅⬇⬇⬇⬆➡⬅➡➡⬇
⬅➡➡⬇⬇➡⬆➡⬆⬇⬇
➡⬆⬇⬅⬅⬅⬆⬅⬇⬅⬆
⬅⬆⬇➡➡➡⬆⬅➡➡🧀
"
9145,alexanthony813,0,Bio not available
9146,SusieXu,1,"Data Analyst @ Nordstrom
Seattle WA"
9147,JensTimmerman,0,Offensive Security Specialist
9148,kuc2477,0,A graduate student @SNUVL
9149,david81brs,0,Developer
9150,flsilva,0,"OpenTask.app and Nexar.dev creator 🚀
Full-Stack Engineer 👨‍💻
TypeScript • React • Next.js • Node.js 🧰
Remote worker since 2009 🌎"
9151,a-trost,0,"Frontend Horse
DevExp @ Prismic"
9152,kangqf,0,make better day
9153,c77cc,0,Go Developer
9154,max8hine,0,Bio not available
9155,Jac21,0,Software Development Engineer Senior Specialist at Charles Schwab
9156,racofix,0,Kotlin & Flutter Developer
9157,seanvree,0,"Tech Wizard | World Traveler | Music Connoisseur | Veteran.

People call me Vree."
9158,banhaclong20,0,Bio not available
9159,lfkdsk,1,表演工程师
9160,Houssk,0,@false!
9161,luisbaugusto,0,Bio not available
9162,silvae86,0,Senior Full Stack Engineer at Times Higher Education
9163,blu3r4y,1,Cyber Security and AI Enthusiast.
9164,manueljtejada,0,FullStack Developer from Dominican Republic.
9165,phanorcoll,0,"Fullstack Developer(Webmaster). Golang, Reactjs, dgraph :avocato:"
9166,ondrejsika,0,"Software, DevOps & SRE Engineer, Architect, Consultant and Lecturer 🇬🇧🇩🇪🇨🇿
"
9167,gick,1,"Now research engineer at IRIT (Toulouse). Still loving improbable stuff like : Beth Barcan views on deontic, things  too big to fit my mouth, the letter ♓."
9168,akabiru,0,Software Composer
9169,kelvins,0,ML Engineer and IPCV enthusiast 🧑‍💻
9170,gh2049,0,"I am what I am.
"
9171,mineiro,0,Mineiro lost on Rio without polvilho and fubá. Found by paulistas and brought to the concrete jungle.
9172,scastlara,1,Software Developer
9173,ca057,0,Bio not available
9174,iskodirajga,0,"We are a group of young, talented and creative people."
9175,octamois,1,Bio not available
9176,anowell,0,Build stuff. Care about people.
9177,falahgs,1,"Mathematics and physics teacher
But I love programming and I have more than 30 years long experience in the IT ..... "
9178,stevemats,0,Developer | Entrepreneur & Pythonista
9179,lyman,1,Try hard to do something right
9180,mosch,0,[object Object]
9181,Shinelw,0,Android Developer
9182,salgadobreno,0,"""The art of programming is the art of organizing complexity, of mastering multitude and avoiding its bastard chaos as effectively as possible."""
9183,levittlili,0,Bio not available
9184,bigzhu,0,BigZhu very big
9185,mikaalanwar,1,"An all-star dev, avid travaller and a technosexual zombie."
9186,phxsuns,0,FEE@Alibaba
9187,FFY00,0,"electro-metrology, semiconductor manufacturing, and nuclear physics enthusiast • python core dev, archlinux packager"
9188,hlzz,1,Bio not available
9189,CodeJunS,1,Bio not available
9190,muzishuiji,0,"stay hungry, stay foolish."
9191,julian-carpenter,1,PhD in Physics / Machine-learning. Currently working as a PostDoc at the Max Planck Institute of Animal Behavior
9192,manutromero,0,"Ingeniero de software, emprendedor, soñador, viajero y enamorado de la vida."
9193,andrewpage,0,engineering @hightouchio
9194,JayB-K,0,Bio not available
9195,atkrad,0,Open Source Enthusiast
9196,SoonPoong-Hong,0,I'm a software engineer.
9197,ArrayZoneYour,0,Coding for fun
9198,donovanmuller,0,Development << and stuff
9199,s-panferov,0,"Software Engineer, Tech Lead in
Rust, WASM, TypeScript"
9200,kecoo1,1,hlod on
9201,DanielTimLee,0,Bio not available
9202,lsinger,0,"Specializing generalist at @Automattic. CS PhD, student of life. Lover of words and hyperbole. Remote."
9203,lukeocodes,1,Community & open source @ Deepgram
9204,kaineer,0,Coding in everything but mostly in Javascript for now.
9205,arbesfeld,0,"Helping developers build great apps @LogRocket, previously @meteor and @GoogleChrome, @mit "
9206,datdevboi,0,"Software Engineer

"
9207,153957,0, .
9208,JWRanton,0,User experience designer working in healthcare focusing on new product development.
9209,kurtmilam,0,"Delivery Architect (tech lead) at NearForm. Currently learning PureScript, Haskell and Rust. Interested in Erlang."
9210,margox,0,Ohh
9211,sonarism,0,"CEO
Windows Developer wanted to build a word processor. need to modernize old windows app code


Windows デスクトップ向けアプリケーション開発者を探しています。かなり古いコードをモダンにしたいです。"
9212,e-jigsaw,0,"A Web Application/Service Creator.
Coming Soon, LLC CEO."
9213,tibbon,0,"I like Rust, Ruby, Tensorflow, LED art w/TouchDesigner, motorcycles and modular synths."
9214,laughing-pic-zhu,0,front-end developer
9215,Hahnnz,1,Studying Neuroimaging using fMRI and Deep Learning @cocoanlab
9216,CarsonMcKinstry,0,Front End Developer @spotify
9217,jinligen,0,"I am a man who loves freedom, civilization and equality.
我是一个热爱自由、文明、平等的人"
9218,olafurnielsen,0,Cloud Architect & Co-Founder at www.orbit.is
9219,orlandocharles,0,Bio not available
9220,igorkamyshev,0,"Software Engineer

💫TypeScript
💥JavaScript"
9221,Maecenas,0,"🙋‍♂️ Software Engineer @jpmorganchase @JPMC-EPX | 👨‍🎓Alumni @CarnegieMellon | 👨‍💻 Former @Activision @Demonware, @miotech, @idvxlab, @Tezign @design-net"
9222,lym,0,Software Engineer && Hobbyist tennis player && avid sports fan;
9223,peterarmstrong,0,"Cofounder & CEO of Leanpub. Creator of Markua. Author of Lean Publishing, Programming for Kids, Yoshidaguchi and 4 other books."
9224,Pusungwi,0,two tone
9225,emredurukn,1,Senior Data Engineer
9226,peterlozano,0,Drupal / PHP / Symfony / Devops
9227,craigmartin,0,"Entrepreneur, AIops, MLops, LLMops, DevSecOps, FlyFishingOps"
9228,Cein-Markey,0,I write good READMEs
9229,LordDarkula,1,Currently at Linea Labs Inc. Studied Computer Science at Georgia Tech
9230,justinpecott,0,I run so I can drink beer and eat wings.
9231,luposlip,0,Multiglot - mostly Clojure. AWS/Azure/IoT/Datalog. w90769.
9232,hjdesigner,0,"Hello, i'm Henrique. Nice to meet you!
I am a Brazilian developer passionate about writing code for the web."
9233,openstring,1,A developer.
9234,pdrummond,0,Bio not available
9235,danielsz,1,My other car is a cdr.
9236,michaelkunc,1,Bio not available
9237,kale-stew,0,Growth Engineering ▲
9238,alex-myzhao,0,Bio not available
9239,409915016,0,Little front-end.
9240,LeoCp,0,Software Engineer
9241,akhilesh-k,1,Search Engineer @ Blibli.com | Quinbay
9242,jorgealves,1,Bio not available
9243,shiasn,0,Goodbye World
9244,lebrande,0,"TypeScript, React, Web3"
9245,patrickheng,0,"Creative developer • Former Active Theory, Merci-Michel, Grouek, SweetPunk, Gobelins Paris, HETIC"
9246,Das-Boot,1,"To be a social psychologist...
"
9247,heykishan,1,"Dev, gadget & tech enthusiast, Space geek."
9248,cwdoh,0,Daytime engineer & nighttime dog-waker  :)
9249,pastuxso,0,"Family Man, Software Developer, OpenSource Enthusiast, Building runme at @stateful "
9250,andreykishtov,0,Full Stack Developer
9251,amazing-space-invader,0,Bio not available
9252,tcrosen,0,Bio not available
9253,hexhead,1,Programmer since 1987.
9254,jamesmaidment,0,✌️ 🌴
9255,keisukefukuda,1,"Preferred Networks. HPC, Deep Learning"
9256,ashiklom,1,"Research scientist at NASA Goddard. Trained in remote sensing and vegetation modeling. Open source evangelist, (Neo)Vim enthusiast, useR."
9257,ajinkyachavan,1,Bio not available
9258,sebmaldo,1,Professional with high skills in leading technical teams and software architecture design.
9259,maxprog,0,Bio not available
9260,giojavi04,0,Development Specialist @ PPM | Full-Stack Developer | 🇪🇨
9261,okomestudio,1,A software generalist/data scientist building products and infrastructure for startups. Looking for challenging projects.
9262,gponimansky,0,"Learner📚, Developer💻, Gamer🎮 & Skier⛷."
9263,evgrezanov,0,"""spaceships based on WordPress"" developer"
9264,k0mach1,0,"iOS / Web Front / Traffic Simulation
"
9265,jgrayauskie,0,Developer/Manager @ Accolade
9266,arjun-kava,0,CEO @ videosdk.live
9267,cirlmcesc,0,"A cute and lovely single dog.
"
9268,kimxogus,1,devops
9269,felixbuenemann,0,CTO @LOUISINTERNET
9270,shreyaspadhy,1,"PhD Student at the University of Cambridge. Previously AI Resident @ Google Brain, Johns Hopkins University, IIT Delhi."
9271,juliohm,1,CEO at Arpeggeo®
9272,dkastl,0,"Geographer, Software Developer, working on the Next Generation Internet"
9273,jenniferleveaux,0,Full Stack Web Developer
9274,lexxyungcarter,0,Bio not available
9275,crazyacking,1,"Programmer, Open source enthusiast.  Favourite languages: C++/Go/Rust."
9276,brockholzer,0,"Founder of SnapAppointments. Fascinated by time. Yesterday, I went to the future."
9277,kamranayub,0,"Founder of Keep Track of My Games, a Goodreads for gamers app. Speaker, @Pluralsight author and developer educator. Maintainer on @excaliburjs"
9278,Neurone,0,"Blockchain & Solution Architect, in essence a polyhedral IT Professional. I'm currently hacking ÐApps, Blockchains, AI and IoT."
9279,ishareme,0,Be A Hero To Myself
9280,PumpkinAndy,1,Interested in text mining and machine learning.
9281,WanLinLin,0,"What can be said at all can be said clearly, and what we cannot talk about we must pass over in silence.
-Ludwig Wittgenstein"
9282,AurelienPONCINI,0,"CTO INEONET
Fondateur et ex-CEO @yulPa
Fondateur de Web4all.fr (association / non-profit)."
9283,freakynit,0,Bio not available
9284,portwatcher,0,Art should comfort the disturbed and disturb the comfortable.
9285,kakegu,0,"Stay hungry, Stay foolish"
9286,RyanNaughton,1,"Director of Engineering
"
9287,daddyrusher,0,Bio not available
9288,jmiramant,0,Founder/Developer at Blue Orange Digital
9289,Shermayster,0,Fullstack developer
9290,HugoOliveiraThor,0,I´m a little enthusiast of programming and new technologies. Sometimes I like to suggest a new project to help someone or resolve some problem .
9291,augard,1,macOS/iOS developer
9292,agusmakmun,0,"Linux, Python & Django Enthusiast,

past @hyperhaul @titipbeliin @doaai. now @hysnsec"
9293,eveliotc,0,"Engineering Manager @Instagram

Previously: @WhatsApp @facebook @snap, @lyft and other startups."
9294,joykuotw,0,"Dedicate, design, develop, distribute. Empirical. No best, only better."
9295,moto2002,0,Game Designer
9296,kdeng,0,Senior Full Stack Engineer / Cloud Engineer / SRE
9297,arden,0,https://linktr.ee/tujiao
9298,jonathangiamp,0,Bio not available
9299,padewitte,0,Bio not available
9300,ariG23498,1,MLE at @PyImageSearch | Ex MLE @wandb | @huggingface Fellows | @ml-gde | @keras-team Contractor
9301,simalexan,0,"Author of ""Serverless Applications with Node.js"", JS Belgrade meetup co-organizer,
AWS Serverless Hero, Consultant"
9302,FUlyankin,1,"There are a million things I haven't done, but just you wait. Just you wait.

https://t.me/ppilif_chanel"
9303,jackivan88,0,Bio not available
9304,soniolabs,0,Bio not available
9305,nathan815,0,"Software engineer @microsoft @azure | Go, Python, F#, C#, TypeScript"
9306,gokhansa,1,Research Engineer
9307,schalkburger,0,"Designer and Front-end Developer from Cape Town, South Africa."
9308,gorandodig,0,Senior Engineering Manager @pleo-io
9309,BlackHole1,0,"Full Stack Developer; Work on @electron, @pnpm"
9310,tellxp,0,This guy is busy.
9311,natekupp,1,"Data Infrastructure at @instacart. Previously @dagster-io, @thumbtack, @apple."
9312,Fucntion,0,666
9313,Hi-Rube,0,future coder
9314,managr,0,Bio not available
9315,AndrewDavid,0,"Awesome developer, designer, and perfectionist. Content creator."
9316,clyang82,0,"Talk is cheap, show me your code!"
9317,Ekranos,0,Please don't steal my API keys
9318,Abdelkrim,0,"Founder of @iRARP and @ALT-F1
https://www.alt-f1.be designs, builds, tests, deploys and maintains large-scale software"
9319,kotchuprik,0,Bio not available
9320,caok,0,"Web developer

https://debank.com/profile/0x841d5eacd6a336476a22bd44a70ece92f06b0c8b"
9321,jefferson,0,Developer
9322,dejaneves,0,Bio not available
9323,nabito,0,"R&D innovator in AI, Semantic, and IoT aspiring to make the world a kinder place to be."
9324,LouisShark,0,恶意
9325,farhadi,0,Elixir/Erlang/Rust Enthusiast
9326,serhii12,0,"Specializing in React, GoLang and PostgreSQL and cross-platform app."
9327,bjlange,1,I'm a data scientist at IDEO. Exploring what data science can be when you think about it as a discipline of design.
9328,Rish1997,1,A Full Stack Developer with experience in end to end application development and have a keen interest in Machine Learning
9329,erickrawczyk,0,"Jack of all trades, master of some. JavaScript Whisperer and CI/CD Shepherd. Currently @JoinPaladin; Formerly @SkySpecs, @deepfield (acq @nokia), @docnetwork"
9330,SHERlocked93,0,你不能把这个世界，让给你鄙视的人
9331,DanRigby,0,Senior Software Engineer @github.
9332,salihsagdilek,0,javascript
9333,henrybv,0,"Founder & CEO, 10 NEXUS Labs. Event MC and talk show host. Startup mentor. Previously marketing and community @Tesla, @Nextdoor."
9334,iSanchezDev,0,Software Developer 🎈
9335,Surufel,1,Bio not available
9336,jaimerosales,0,"Sr, Developer Advocate @autodesk-platform-services  , Lover of 3D Web and Serious Foodie."
9337,konqr,1,"Interested in Machine Learning, Deep Learning and Artificial Intelligence | Math Geek | Bookworm"
9338,X-Mars,0,一个喜欢写代码的云原生架构师、项目经理。现居山东青岛，爱去“听涛1903”哈啤酒。愿景：提升青岛在国际IT圈的知名度。
9339,1156721874,0,"空谈误国，实干兴邦  /
The time for empty talk is over. Now arrives the hour of action.
WeChat:wzq657"
9340,import-yuefeng,0,LeetCode 荒废刷题中...
9341,glebkuznetsov,1,Co-Founder and CEO @manifoldbio | Harvard Biophysics PhD | Synthetic Biology + ML
9342,KnightBaron,1,Bio not available
9343,parsingphase,0,"Staff engineer at EmbarkVet, also working on multiple personal projects."
9344,khannz,0,automation & stuff
9345,JPiao,0,"web3
"
9346,kaihendry,0,"https://youtube.com/kaihendry

Interests: Web, Linux & mobile"
9347,deven769,1,Bio not available
9348,esampaio,0,CTO @getsurance
9349,phatnguyenuit,0,"Senior Frontend Engineer at NAB. Having 5+ years of experience in Web Development. Having knowledge about JavaScript, ReactJS, TypeScript, and GraphQL."
9350,roarkemc,0,"Commodity Market Risk Specialist at Enbridge Inc. Financial risk professional w/ 15+ years in trading, quantitative risk, and advanced data analytics."
9351,achillesrasquinha,0,I write code that automates my job.
9352,kastnerkyle,1,"computers and music are fun

Twitter: @kastnerkyle"
9353,Mulder90,0,Senior Software Engineer
9354,robrobbins,0,...
9355,breandan,1,Student
9356,Lessica,0,Write useless tweaks.
9357,stealthanthrax,0,Account moved to -> https://github.com/sansyrox
9358,cassiodeveloper,0,👨‍💻Cyber Security Engineer - Teach and help you to build secure software. #AppSec #DevSecOps 👨‍🎓Developer🕵️‍♂️Forensics👨‍🏫Teacher🎤Speaker
9359,SayefReyadh,1,"Software Engineer II at @optimizely.
Crafting code, one line at a time. "
9360,joshangell,0,"CTO at @gocontento, the only headless CMS 100% focused on websites."
9361,devpranoy,1,"Product Specialist | De-Fi | Deep Learning Engineer | Flask Web Developer | ❤️  Python, Coffee, Philosophy.
"
9362,rgiordan,1,I'm an assistant professor of statistics at UC Berkeley.  I have worked at Google and in the US Peace Corps.
9363,MoskalenkoM,0,IT
9364,Leask,0,break the wall or bring the war
9365,TigrisYu,0,My best is yet to come
9366,liliangqi,1,A student majoring in CV
9367,renepenner,0,founder of @wambo-co
9368,mthadley,0,Bio not available
9369,abirpahlwan,0,Peace-Love-Rock
9370,jmilagroso-c4w,0,PHP Developer
9371,dongido001,0,.js
9372,dyboy2017,1,"I have a Blog:https://blog.dyboy.cn. If you like these, please follow my blog, thanks!"
9373,1amageek,0,@1amageek
9374,Pourghannad,0,Front-End Developer
9375,FalloutX,0,Bio not available
9376,ls-winds,0,Bio not available
9377,bkader,0,"Simple dynamic guy, a developer, a gamer, a geek and specialized in anything as long as I can learn it."
9378,arohim,0,I'm an Android & Backend Developer who love to make a testable code and making some cool automation testing and deployment.
9379,haohanz,1,School of Computer Science @ Carnegie Mellon University
9380,philson-philip,0,UI/UX  Engineer @bigbinary | Tech Enthusiast
9381,mattwang44,1,"backend engineer, @pycontw web dev, PyDoc zh-tw translator

"
9382,claytantor,1,"starter @rapaygoLLC founder at http://rapaygo.com #BTC #LightningNetwork⚡️ln:clay@rapaygo.com
nostr:npub1uhnl3zayujw3n899dk07fn3gh7gvnfc0jmd0atjn2"
9383,prabal1997,1,"@uWaterloo Comp Eng alum. Previously @microsoft, @uWaterloo, among others."
9384,AuthorJim,0,busy or die
9385,ioandr,0,Linux | Kubernetes | Observability
9386,agiletalk,1,"write is code, think ux design."
9387,huip,0,"Follow your heart, Follow your dream."
9388,ShawnGregg,0,I like to build things.
9389,qhan1028,1,"Frontend Developer @cardinalblue,
Technical Lead @ailabstw,
Master of NTU INM"
9390,lotfio,0,"Think twice, code once."
9391,omar2535,1,"Cyber / Coder.
Learning as much as I can"
9392,jenswirf,1,Bio not available
9393,chregu,0,"
    Working at @liip
"
9394,it-all,0,eCommerce Software
9395,ChenYilong,0,"
    I am a mobile developer and focus on iOS dev. You can call me Elon Chan. Welcome to click the Follow button below. ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
"
9396,bspellio,0,Bio not available
9397,anthonyterrell,0,nerd.
9398,methuz,0,tail -f /var/log/my/vim
9399,dkokorev90,0,Front-end developer
9400,anilmaurya,0,Programmer
9401,a-quei,1,"I am an Associate Professor at CCNU, working on Natural Language Generation."
9402,akopcz2,0,Bio not available
9403,gsiciliano,0,"20 years experience developer in desktop and web applications, network security, hardware appliances and now... new skills in mobile application world "
9404,Janking,0,pic cutter
9405,theaidem,0,"Golang, JavaScript"
9406,theRoughCode,1,Computer Science/Mathematical Physics @ University of Waterloo
9407,raelga,0,"Senior Software Engineer at Red Hat |
Contributor at kubernetes |
Kubernetes & OSS Advocate"
9408,cagingulsen,0,I find happiness in deleting code.
9409,bitqiu,0,Bio not available
9410,argoc,0,Ph. D. student and Assistant Teaching Faculty at Colorado School of Mines; former Tenured Faculty at Olympic College and Instructor at WWU.
9411,XXXMrG,0,want to be an artist.
9412,PPAbner,0,Bio not available
9413,dianjuar,0,"Software Engineer👨‍💻
OSS Contributor
Dog person🐶🐶
Adrenaline Junkie 🚲⛰️🥾🧗
ISTJ/A 🧠"
9414,thibautdavoult,0,growth lead @livestorm
9415,samwuu,0,To be full-stack !! build the awesome product!
9416,clcron,1,Taobao>Beibei>Pinduoduo
9417,seyfer,0,"JS, TS, PHP, Scala, Java.
If you follow me - I will follow you back.
| GitLab: https://gitlab.com/seyfer"
9418,KevinRamsunder,0,https://media.giphy.com/media/RLVCqvpJjXSCUhnyHg/giphy.gif
9419,moinudeen,1,Applied ML guy
9420,neenjaw,0,Elixir enthusiast. Working with JS/PHP to build cool solutions for interesting problems at 7shifts.
9421,mikelpmc,0,Frontend Developer
9422,SerhatSurguvec,0,Android Developer
9423,eriknelson,0,Breakfast sandwich aficionado
9424,innocodive,0,A client-side Javascript Programmer & a Growth Hacker.
9425,jongkwang,0,DSRV Co-Founder
9426,jalamprea,0,"Geek, Entrepreneur, Software Developer, and Tech Lead at @arleneio"
9427,dafian47,0,Bio not available
9428,thedjinn,0,"Lead architect at Hi Auto.

My open source work primarily involves Rust and Python."
9429,elvisoliveira,0,Full-stack Developer. Why to spend 6 minutes doing something manually when you can spend 6 hours failing to automate it?
9430,Beenking,1,http://beenking.github.io
9431,flyboyleo,1,Assistant Professor at SZTU
9432,rivermont,1,"Good at starting projects, finishing them not so much."
9433,igniteeng000,0,"Coder | Geek | Software Developer | Gamer | Tech Enthusiast
"
9434,nirajkaushal,0,Senior Frontend Developer | HTML+CSS | Tailwind CSS | Material UI | JavaScript | TypeScript | React | NodeJS | PHP | React Native | Flutter | Postgress | MongoD
9435,noma4i,0,"Ruby/Elixir/Nodejs/Python/Power Shell
"
9436,fuenwang,1,"Hi, I am a member of VSLAB in National Tsing Hua University. You can check my personal website for more research projects (https://fuenwang.phd/)."
9437,insign,0,"phpyst the day, dartian the night"
9438,kamalesh0406,0,Trying to find the right hyperparameters for my life.
9439,aripalo,0,Lead Technologist at Alma Media & AWS Community Builder
9440,MH15,0,Bio not available
9441,nekath,0,Bio not available
9442,marciovsena,0,Bio not available
9443,EddieNejadi,0,I am a programmer and Linux system administrator.
9444,sophearak,0,Bio not available
9445,raphaelli,0,Nothing but not fun。
9446,sl1673495,0,Bio not available
9447,mr-mig,0,Me 🔨 codez
9448,BrandonWingerAir,0,"Developer and Designer | Enterprise Web & Mobile Development Graduate.

Available for hire, contact info below."
9449,Amine-H,0,"Software Developer, OSS believer, FP lover"
9450,amee9451,0,"Javascript Engineer | HTML5,CSS3 | AWS Lambda | Cyber-security | Modsecurity | Nodejs and Expressjs | jQuery,D3js, es6, typescript"
9451,bellaj,0,"Developer & admin @ethereum.stackexchange
 ¯\_(ツ)_/¯  (My new github)"
9452,t-hiroyoshi,0,Co-founder & CTO of Shinonome inc.
9453,haoxins,0,"I'm working on machine learning engineering, data engineering, graph computing, and so on."
9454,alikemalocalan,0,Big Data Engineer | Scala Developer | Apache Airflow Contributor
9455,Pulkit-Khandelwal,1,"PhD candidate at the University of Pennsylvania
"
9456,bitmage,0,Hope is not a strategy.
9457,gryftir,0,Bio not available
9458,clintzh,0,"We design and make low-cost, high-performance, agriculture automation hardware, and software."
9459,notlmn,0,Breaking and fixing machines @google // building and maintaining tools when I get the time to.
9460,cannobbio,0,Web Developer / Designer
9461,followcat,1,Play the high efficiency. black magic.
9462,fmmarques,1,"In a word I'd describe myself as motivated; I follow what impassioned me, and I try to consolidate that with my professional carrier."
9463,JuanFJuradoP,1,Bio not available
9464,CrutchTheClutch,0,Doing stuff @clutchd
9465,oyghan,0,Bio not available
9466,magarcia,0,Software Engineer at Buffer
9467,dhyegocalota,0,Lead Software Engineer at Trio
9468,cmendesce,0,Bio not available
9469,ryansch,0,Painting bikesheds and shaving yaks at @detaso!
9470,ehgoodenough,0,I make games!
9471,rustnnes,0,Software Developer in Test (SDET) | QA Engineer
9472,richardaecn,1,Research Scientist at Google
9473,platelk,1,"Principal Architect @ Adevinta/Leboncoin I love Scalability stuff. I do mostly Go and Dart and try to learn rust !
"
9474,feiyuw,0,"DevOps Engineer, Python and Go programmer, vimer"
9475,marsbergen,0,"Lead Dev @Infowijs
Previously Product Owner / Software Engineer at @xebia, @GreenhouseGroupBV, @usabilla, @uber, Ahold, NRC Reader, @mollie"
9476,jennyliang220,0,"广院人在W3C写前端，前百度er。Graduated from Communication University of China, now working as a Web Developer at W3C, former Baidu-er."
9477,picorelli,0,Software Engineer
9478,jacklovepdf,0,undefined or null
9479,managam,0,Bio not available
