id,name,ml_target,bio,laguage,most_common_language
37375,abhishekvp,1,"Researcher in GeoAI, Oak Ridge National Laboratory | PhD - IIT Bombay | Google Summer of Earth Engine '19 | GSoC '16 | GSoC '15 | Code Contributer - Mozilla",,JavaScript
37376,joseconstela,0,Software.,,JavaScript
37377,Zeta611,0,λᠻ.(λ᥊.ᠻ(᥊ ᥊))(λ᥊.ᠻ(᥊ ᥊)),,OCaml
37379,Jade05,0,CATCH fish,,JavaScript
37380,eneskemalergin,0,Graduate Student at UBC Bioinformatics Program,,Jupyter Notebook
37381,sagadsalem,0,"Web Developer | Enthusiastic about Laravel, Livewire, Vue,  and Go 🎉",,Go
37382,asdf2014,1,"Committer and PMC Member of @apache Druid; Contributor of @apache Flink, @apache HBase, @apache IoTDB, @apache Kafka, @apache Superset, @apache ZooKeeper, etc",,JavaScript
37383,TimoWestland,0,Frontend Developer at @saltagency-io,,JavaScript
37385,hartex,0,Software Engineer doing mostly Scala and TypeScript,,HTML
37386,GiovanniFrigo,0,"Co-Founder and Developer at @BelkaLab.
I love writing elegant code to solve problems, mocking up some web pages, listening to music, climbing and cooking.",,JavaScript
37387,chiyti,0,Software engineer,,JavaScript
37388,linux0x5c,0,Empty is not only zero,,Shell
37390,Oclemy,0,BSC Software Engineering,,Java
37391,pretzelhands,0,Freelance software engineer and web developer.,,HTML
37392,olitaylor,0,Developer @edinburghairport,,JavaScript
37393,damiano,1,"Senior Lecturer and DECRA Fellow at RMIT University, @rmit-ir member, Associate Investigator at @ADMSCentre, Capoeirista & sambista.",,Shell
37394,seckindinc,1,Data Scientist,,Jupyter Notebook
37395,arashthk,0,IndieHacker,,JavaScript
37396,lbytedev,0,web3 builder,,Java
37397,fingerQin,0,PHP 高级工程师,,PHP
